placekey,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,normalized_visits_by_state_scaling,date_range_start,date_range_end,median_dwell,bucketed_dwell_times
25d-222@62j-sk3-nh5,21.0,18.0,"[2, 1, 2, 5, 5, 5, 1]","[1,1,1,1,1,2,1,2,3,5,3,4,5,5,4,4,1,2,0,0,0,1,1,1]",250173510005,"{""250173572001"":4,""250092066001"":4,""250173502003"":4}","{""250173514031"":4,""250173536005"":4,""250173510005"":4}",2538.0,468.45135569800897,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,28.0,"{""<5"":1,""5-10"":6,""11-20"":2,""21-60"":5,""61-120"":3,""121-240"":3,"">240"":1}"
229-223@62j-sj2-fcq,27.0,24.0,"[8, 5, 7, 1, 3, 1, 2]","[0,0,0,0,0,0,0,2,9,14,11,10,6,5,6,7,3,3,3,2,0,0,0,0]",250173531012,"{""250173524002"":11,""250251604001"":4,""250092063001"":4,""250173527002"":4,""250056101003"":4}","{""250173524002"":6,""250173502001"":4}",2901.0,602.2946001831542,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,61.0,"{""<5"":1,""5-10"":3,""11-20"":1,""21-60"":8,""61-120"":7,""121-240"":3,"">240"":4}"
227-222@62j-sk2-skf,21.0,15.0,"[4, 1, 2, 4, 3, 6, 1]","[1,2,1,1,1,1,1,3,4,3,2,4,6,5,3,2,3,1,1,2,1,2,1,1]",250173510003,"{""250235252031"":4,""500070039003"":4,""250092067001"":4,""250092055001"":4}","{""250092067001"":4}",16342.0,468.45135569800897,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,20.0,"{""<5"":1,""5-10"":7,""11-20"":4,""21-60"":2,""61-120"":5,""121-240"":0,"">240"":2}"
234-222@62j-sj2-c3q,53.0,29.0,"[8, 6, 7, 8, 13, 9, 2]","[0,0,0,0,0,0,0,0,0,1,2,3,9,12,16,20,15,16,14,13,4,2,0,0]",250173531012,"{""250173531023"":4,""250173531021"":4,""250173531022"":4,""250250901001"":4,""471870504042"":4,""250173567012"":4,""250173527002"":4}","{""250173531021"":7,""250250606001"":4,""420912055033"":4,""250173531023"":4,""250173531022"":4}",1447.0,1182.2819929521181,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,80.0,"{""<5"":0,""5-10"":2,""11-20"":2,""21-60"":16,""61-120"":15,""121-240"":17,"">240"":1}"
23d-222@62j-sjv-cdv,342.0,147.0,"[45, 41, 58, 42, 59, 54, 43]","[22,24,29,29,28,28,30,31,33,44,70,76,72,67,61,42,45,43,41,34,30,34,26,25]",250173537005,"{""250173537003"":25,""250173539003"":12,""250173539001"":9,""250173537005"":7,""250173540002"":5,""340350528001"":4,""340130071001"":4,""250250101042"":4,""360470800002"":4,""250092541001"":4,""250173541004"":4,""245102712004"":4,""390610221027"":4,""250173537004"":4,""250277451001"":4,""240378760024"":4,""261251964003"":4,""420031408001"":4,""250092081014"":4,""250173586004"":4,""230050112021"":4,""250173423001"":4,""421039506051"":4,""250173548001"":4,""360470632001"":4,""250214143001"":4,""250173341003"":4}","{""250173537003"":22,""250173537005"":10,""250173540002"":7,""360610084002"":7,""540610102011"":6,""250173539001"":5,""250251010022"":4,""230050112021"":4,""250250902001"":4,""040138160002"":4,""250251705022"":4,""330099616024"":4,""250173539003"":4,""421039506051"":4,""360850198003"":4,""250173684005"":4,""250173585002"":4,""010030112024"":4,""250250001001"":4,""250173538003"":4,""245101206003"":4,""261251963002"":4,""250173502002"":4}",4691.0,7629.064935653289,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,42.0,"{""<5"":4,""5-10"":67,""11-20"":35,""21-60"":96,""61-120"":66,""121-240"":39,"">240"":35}"
237-222@62j-sk2-jy9,98.0,39.0,"[14, 15, 10, 11, 16, 10, 22]","[11,13,12,12,12,13,19,21,27,22,25,26,24,31,27,22,19,20,15,8,11,16,17,16]",250173510001,"{""250056102021"":4,""250173401002"":4,""340270440003"":4,""250250810011"":4}","{""250251006013"":6,""250173587002"":4,""250173511005"":4}",12789.0,2186.106326590708,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,43.5,"{""<5"":2,""5-10"":17,""11-20"":14,""21-60"":20,""61-120"":8,""121-240"":8,"">240"":29}"
22n-222@62j-sk3-bc5,18.0,12.0,"[1, 3, 1, 1, 4, 0, 8]","[1,1,1,1,1,1,1,1,5,1,3,4,5,5,6,7,6,4,3,4,1,0,0,1]",250173502006,"{""250173398023"":4,""230310302011"":4}","{""250173373004"":4}",2370.0,401.52973345543626,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,31.0,"{""<5"":1,""5-10"":5,""11-20"":1,""21-60"":5,""61-120"":1,""121-240"":0,"">240"":5}"
zzw-222@62j-sk3-j35,1.0,1.0,"[0, 1, 0, 0, 0, 0, 0]","[0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0]",250173513001,"{""250173161011"":4}",{},,22.30720741419091,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,548.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":1}"
zzw-223@62j-sjs-575,236.0,173.0,"[23, 27, 25, 23, 30, 56, 52]","[18,18,16,15,13,14,18,23,37,38,28,28,24,24,28,43,37,27,25,23,15,12,16,16]",250173546004,"{""250173549003"":7,""250173549002"":6,""250173546003"":5,""250092215001"":4,""120110106042"":4,""250173573003"":4,""250173704001"":4,""340258030003"":4,""250173561003"":4,""250214143003"":4,""250173546004"":4,""250173572002"":4,""360470356022"":4,""250173575002"":4,""050450305013"":4,""250173567024"":4,""410510005011"":4,""250173577003"":4,""250173577004"":4,""250173565003"":4,""250173632021"":4,""250173550002"":4,""484910203013"":4,""250173543003"":4,""250039121006"":4,""250235061024"":4,""250214223022"":4,""230110241014"":4,""250173161022"":4,""250173581003"":4,""500039704003"":4,""250092518002"":4,""250173567023"":4,""530330277015"":4,""250173506001"":4,""250173151001"":4,""250173549001"":4,""420171020021"":4,""250250805001"":4,""250173691001"":4,""250173543001"":4,""250173571002"":4,""250173702021"":4,""250251101035"":4,""250173573002"":4}","{""250173549003"":7,""250214223022"":6,""250173702021"":5,""250214180042"":4,""250173565003"":4,""340258030003"":4,""530330277015"":4,""250173546003"":4,""250173577004"":4,""440070033002"":4,""371190015041"":4,""250173512031"":4,""250173575002"":4,""250173577001"":4,""250173544002"":4,""250173506001"":4,""250173578002"":4,""250173509001"":4,""120110106042"":4,""250251101035"":4,""250173573002"":4,""250173641011"":4,""250092518002"":4,""250173324002"":4,""250173652014"":4,""250173542002"":4,""131210123001"":4,""250173691001"":4,""250173632011"":4,""250173532003"":4,""250173573003"":4,""250173550003"":4,""250173567023"":4,""250173571002"":4,""250173546004"":4}",6403.0,5264.500949749053,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,13.0,"{""<5"":2,""5-10"":101,""11-20"":36,""21-60"":50,""61-120"":17,""121-240"":5,"">240"":25}"
227-225@62j-sjv-bc5,66.0,55.0,"[10, 2, 9, 6, 18, 12, 9]","[0,0,0,0,1,0,0,0,2,1,6,7,9,10,15,17,15,14,10,4,1,4,4,1]",250173541004,"{""060230102003"":5,""250173545002"":5,""250173537003"":4,""250173550001"":4,""250173106021"":4,""250173514041"":4,""060372110002"":4,""250173537004"":4,""250173549002"":4,""250250917001"":4,""250173539003"":4}","{""250173537003"":6,""250173506003"":4,""250173523002"":4,""250173539001"":4,""250250008023"":4,""250173541004"":4,""250214151025"":4,""250173537004"":4,""250214007001"":4,""250056405004"":4,""250173539003"":4}",3986.0,1472.2756893365995,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,20.0,"{""<5"":3,""5-10"":20,""11-20"":11,""21-60"":12,""61-120"":14,""121-240"":3,"">240"":3}"
22q-222@62j-sk2-vmk,1.0,1.0,"[0, 0, 0, 0, 1, 0, 0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0]",250173547001,{},{},,22.30720741419091,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,75.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":0,"">240"":0}"
zzw-224@62j-sj2-49z,16.0,9.0,"[2, 2, 1, 2, 3, 2, 4]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,12,9,6]",250173525001,{},"{""250173528002"":4}",844.0,356.91531862705443,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,97.0,"{""<5"":0,""5-10"":2,""11-20"":2,""21-60"":1,""61-120"":6,""121-240"":5,"">240"":0}"
2hb-222@62j-sj2-jjv,40.0,33.0,"[5, 5, 1, 8, 10, 4, 7]","[2,1,1,1,1,1,1,2,4,7,6,10,3,3,2,2,2,7,5,6,6,7,4,2]",250173538004,"{""191690003002"":4,""250092609003"":4,""250277444002"":4,""250173535002"":4,""250173394002"":4,""250173173022"":4,""250173532002"":4,""250173530003"":4,""250173422012"":4,""250173398014"":4,""250235103003"":4,""250214001002"":4}","{""250173535002"":6,""250173549003"":5,""250173395001"":4,""410470020003"":4,""250173422012"":4,""191690003002"":4}",6749.0,892.2882965676359,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,20.0,"{""<5"":1,""5-10"":16,""11-20"":3,""21-60"":10,""61-120"":3,""121-240"":6,"">240"":1}"
225-225@62j-sk2-st9,327.0,191.0,"[49, 44, 35, 30, 67, 60, 42]","[6,8,5,6,4,2,2,3,22,34,45,43,45,46,38,66,74,68,63,41,31,29,14,7]",250173512041,"{""250173546001"":9,""250173549003"":6,""250173512042"":5,""250173549002"":5,""250251704001"":4,""250173509003"":4,""360610081006"":4,""250277395004"":4,""250173545001"":4,""250173501044"":4,""250173514034"":4,""250250815001"":4,""250173503002"":4,""250173398021"":4,""250173521012"":4,""250173507002"":4,""250173539002"":4,""250173512041"":4,""250250705002"":4,""250173508001"":4,""250173511001"":4,""330019651003"":4,""250173703007"":4,""250173550003"":4,""250250001004"":4,""250173564008"":4,""250173501042"":4,""250092052003"":4,""250173689021"":4,""250173535002"":4,""250173540002"":4,""250173546003"":4,""250250008032"":4,""250173514041"":4,""250173398022"":4,""250173396005"":4,""250250820001"":4,""330130032005"":4}","{""250173395001"":7,""250092111004"":5,""250173549003"":5,""250173544001"":4,""250173398022"":4,""250173564008"":4,""250092112002"":4,""250092072001"":4,""250173546003"":4,""250250502001"":4,""250173502001"":4,""250173507002"":4,""250173537001"":4,""250173510004"":4,""250173510002"":4,""250250001001"":4,""250173521012"":4,""250235051022"":4,""250173514043"":4,""250173545001"":4,""250173383002"":4,""240317010012"":4,""361130705001"":4,""250173364013"":4,""250173546001"":4,""250173535002"":4,""250173537002"":4,""250277395004"":4,""250173549002"":4,""250173703002"":4,""250173398021"":4}",3553.0,7294.4568244404245,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,25.0,"{""<5"":7,""5-10"":70,""11-20"":48,""21-60"":100,""61-120"":44,""121-240"":29,"">240"":29}"
227-222@62j-sj2-bx5,76.0,35.0,"[12, 16, 11, 9, 16, 6, 6]","[25,22,23,23,23,24,24,26,36,41,41,44,47,45,44,40,28,25,21,19,23,21,24,26]",250173531012,"{""250251001004"":4,""250092107004"":4,""250173321003"":4,""250173537003"":4,""250173412001"":4,""250173531011"":4}","{""250214201001"":4,""250173382001"":4,""250173419021"":4,""250173531023"":4,""250250108022"":4}",7236.0,1695.3477634785086,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,388.0,"{""<5"":1,""5-10"":16,""11-20"":4,""21-60"":4,""61-120"":0,""121-240"":6,"">240"":45}"
22m-222@62j-sk2-wp9,27.0,10.0,"[5, 3, 5, 2, 3, 7, 2]","[0,0,0,0,0,0,0,0,1,2,3,10,11,3,1,1,2,3,2,3,2,0,1,0]",250173545001,"{""250173540003"":4,""250173547002"":4}","{""250173571003"":4}",3895.0,602.2946001831542,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,22.0,"{""<5"":0,""5-10"":3,""11-20"":6,""21-60"":13,""61-120"":2,""121-240"":2,"">240"":1}"
22w-222@62j-sk3-f75,77.0,59.0,"[6, 4, 7, 15, 23, 12, 10]","[7,7,7,7,8,10,9,9,10,15,15,16,19,17,12,8,9,6,6,4,9,14,12,7]",250173512042,"{""250173414004"":9,""250173352003"":4,""250173513003"":4,""250173419026"":4,""250214176023"":4,""250173506002"":4,""250251006031"":4,""250173398011"":4,""250173515002"":4,""250173399001"":4,""250173514033"":4,""250173511004"":4}","{""250250904001"":5,""250173531023"":4,""250173399001"":4,""250092606003"":4,""250173563001"":4,""250173419026"":4,""250173171022"":4,""250173883002"":4,""250250911003"":4,""250173513003"":4,""250250815002"":4,""250251303003"":4,""250092523003"":4,""250173173021"":4}",8093.0,1717.6549708926996,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,19.0,"{""<5"":1,""5-10"":30,""11-20"":14,""21-60"":13,""61-120"":5,""121-240"":5,"">240"":9}"
222-222@62j-sjv-brk,1508.0,345.0,"[68, 43, 60, 14, 38, 13, 72]","[67,38,22,9,4,5,8,14,46,93,204,263,285,424,419,344,316,276,214,170,192,214,162,116]",250173536005,"{""250173537003"":67,""250173539003"":49,""250173539001"":37,""250173537005"":23,""250173540002"":20,""250173537004"":10,""250173541003"":6,""361190086024"":6,""220050302031"":6,""360550124024"":5,""250250102032"":4,""060650432462"":4,""060830024022"":4,""110010084022"":4,""361190047001"":4,""250173421021"":4,""250173525002"":4,""250173541004"":4,""250173542002"":4,""483970402002"":4,""120950143013"":4,""230050112021"":4,""250235021011"":4,""060374002051"":4,""250251106012"":4,""482014121001"":4,""250173529002"":4,""510594911011"":4,""250173671004"":4,""060590626311"":4,""120110105032"":4,""390351812012"":4}","{""250173537003"":68,""250173539003"":47,""250173539001"":35,""250173537005"":27,""250173540002"":19,""250173537004"":8,""250173536005"":6,""250259815011"":4,""250173398011"":4,""360610160011"":4,""250173506001"":4,""090093614013"":4,""261251562001"":4,""250173540003"":4,""090093614022"":4,""291892189002"":4,""250250001002"":4,""250250001001"":4,""250173421021"":4,""060590626311"":4,""482014121001"":4,""340210045012"":4,""250214043023"":4,""120570110081"":4,""250250101031"":4,""060374301012"":4,""250173512032"":4,""230050112021"":4,""250173529002"":4,""510594901011"":4,""340230066041"":4}",776.0,33639.26878059988,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,73.0,"{""<5"":4,""5-10"":62,""11-20"":133,""21-60"":415,""61-120"":469,""121-240"":309,"">240"":116}"
zzw-222@62j-sj3-4d9,71.0,28.0,"[12, 11, 14, 13, 16, 4, 1]","[0,0,0,0,0,0,1,3,19,32,34,37,40,36,34,33,32,30,14,5,1,2,2,0]",250173524002,"{""250173523001"":4,""250173823003"":4,""250173416001"":4}","{""250092108003"":4,""250173823003"":4,""250173548002"":4}",5460.0,1583.811726407554,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,99.0,"{""<5"":0,""5-10"":9,""11-20"":9,""21-60"":11,""61-120"":8,""121-240"":3,"">240"":31}"
zzw-222@62j-sjt-389,118.0,67.0,"[6, 9, 16, 14, 27, 27, 19]","[3,2,0,0,0,1,3,11,18,26,40,39,33,31,29,26,23,17,4,6,14,15,10,7]",250173546001,"{""120860084162"":6,""250277151002"":5,""250173744004"":4,""250173671001"":4,""250173546001"":4,""250277091002"":4,""250173547002"":4,""250250702002"":4,""250173689021"":4,""250173549002"":4,""250173549003"":4,""250173532003"":4,""250277362001"":4,""250173546003"":4,""250235108004"":4}","{""250173528002"":5,""250173543001"":4,""250173547002"":4,""250092108003"":4,""250173549003"":4,""250010149001"":4,""250173501042"":4,""250173732001"":4,""250173571002"":4,""330151011004"":4,""250173591003"":4}",4692.0,2632.2504748745264,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,39.0,"{""<5"":2,""5-10"":17,""11-20"":19,""21-60"":30,""61-120"":19,""121-240"":9,"">240"":22}"
228-223@62j-shx-k2k,25.0,18.0,"[1, 1, 2, 2, 4, 15, 0]","[1,1,1,1,1,1,1,1,2,2,4,4,2,1,5,6,6,9,8,7,6,4,4,2]",250173521021,"{""250173529002"":4}","{""250251802003"":4,""271479607003"":4,""361190093001"":4,""250173513001"":4,""250173523001"":4}",29714.0,557.6801853547727,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,21.0,"{""<5"":1,""5-10"":6,""11-20"":5,""21-60"":1,""61-120"":3,""121-240"":4,"">240"":5}"
223-223@62j-sjv-ju5,60.0,31.0,"[11, 12, 7, 4, 9, 8, 9]","[0,2,4,4,5,5,6,8,5,8,7,9,9,14,9,8,10,12,7,6,7,10,2,3]",250173535002,"{""250173536005"":6,""250173541004"":4,""250173535002"":4,""330150520002"":4,""250173549002"":4}","{""250173539002"":4,""250173543001"":4,""250173336001"":4,""250235221025"":4,""250173531012"":4,""250173549002"":4,""250173535002"":4}",3572.0,1338.4324448514544,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,42.5,"{""<5"":2,""5-10"":13,""11-20"":4,""21-60"":18,""61-120"":8,""121-240"":6,"">240"":9}"
222-223@62j-sjv-brk,1939.0,352.0,"[69, 96, 77, 83, 27, 71, 16]","[25,20,14,15,15,15,20,26,92,245,536,522,331,580,492,224,218,207,214,188,157,127,61,36]",250173536005,"{""250173537003"":65,""250173539003"":49,""250173539001"":38,""250173540002"":24,""250173537005"":20,""250173537004"":13,""250250903003"":6,""390610045001"":4,""510594826021"":4,""060750303011"":4,""010810405002"":4,""250173531021"":4,""170190059002"":4,""250173512032"":4,""250250001002"":4,""250250104041"":4,""060372624002"":4,""482013429002"":4,""060650420132"":4,""250251604001"":4,""500070027013"":4,""250173424003"":4,""190539602003"":4,""420710110002"":4,""250250102032"":4,""250173586004"":4,""060650432462"":4,""250173251006"":4,""230050112021"":4,""250250104042"":4,""011170303333"":4,""360470261004"":4,""250173541004"":4,""060374002051"":4,""250173744004"":4,""250173539002"":4}","{""250173537003"":66,""250173539003"":40,""250173539001"":35,""250173537005"":22,""250173540002"":21,""250173537004"":14,""250173536005"":7,""250250001001"":6,""471570085001"":6,""340130229002"":4,""010810405002"":4,""360595197024"":4,""060650420132"":4,""250173531021"":4,""360810871002"":4,""250235031024"":4,""250250512001"":4,""250173423001"":4,""261251963002"":4,""250173744004"":4,""340210044062"":4,""250173541004"":4,""420710107015"":4,""510594901011"":4,""481719501001"":4,""120950171082"":4,""170190059003"":4,""270530239021"":4,""481130077004"":4,""250092543011"":4,""250092114022"":4,""250173541001"":4,""250259815011"":4,""230050112021"":4,""011170303333"":4,""250173542002"":4,""060750303011"":4,""250214227002"":4}",791.0,43253.675176116165,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,61.0,"{""<5"":9,""5-10"":31,""11-20"":184,""21-60"":737,""61-120"":701,""121-240"":208,"">240"":69}"
233-222@62j-sjz-5s5,147.0,142.0,"[10, 9, 16, 11, 37, 38, 26]","[128,128,128,128,128,128,128,128,127,120,106,73,50,26,18,5,1,3,3,4,49,92,121,128]",250173505002,"{""250173505002"":10,""250250102034"":5,""230050173043"":5,""250092611013"":4,""250173563001"":4,""250173833001"":4,""250173502004"":4,""250158225004"":4,""250173417002"":4,""250259817001"":4,""250173511005"":4,""250250004011"":4,""250251707025"":4,""250173506001"":4,""360290073025"":4,""250173501043"":4,""517100015002"":4,""250056411011"":4}","{""250173505002"":16,""250173833001"":4,""250214005001"":4,""440070135001"":4,""330099601004"":4,""360290073025"":4,""250277393002"":4,""250259817001"":4,""090091701001"":4,""250173531012"":4,""250173501043"":4,""440070022001"":4,""250251707025"":4}",6921.0,3279.1594898860626,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,829.0,"{""<5"":1,""5-10"":1,""11-20"":2,""21-60"":8,""61-120"":5,""121-240"":2,"">240"":128}"
25y-222@62j-sj2-vzz,1.0,1.0,"[1, 0, 0, 0, 0, 0, 0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0]",250173521022,{},"{""250173417002"":4}",,22.30720741419091,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,128.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}"
zzw-222@62j-sj9-8y9,33.0,32.0,"[4, 9, 0, 6, 4, 8, 2]","[0,0,0,0,1,0,2,2,3,3,1,1,5,2,4,1,2,4,4,3,0,0,1,1]",250173501031,"{""250092083004"":4,""250277444001"":4,""250173514042"":4,""250235061024"":4}","{""250173581003"":4,""250173502002"":4,""250250701018"":4,""250251005004"":4,""250092083004"":4,""250173515002"":4,""250173352003"":4,""250173502003"":4}",10167.0,736.1378446682997,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,9.0,"{""<5"":2,""5-10"":18,""11-20"":6,""21-60"":5,""61-120"":1,""121-240"":0,"">240"":1}"
234-222@62j-sjv-bc5,120.0,106.0,"[15, 11, 9, 10, 22, 37, 16]","[1,0,0,1,4,2,0,2,1,4,4,13,17,12,12,22,17,13,16,11,4,10,9,6]",250173541004,"{""250173514041"":4,""250092518001"":4,""250173540002"":4,""130730301022"":4,""250173539003"":4,""250173521012"":4,""250250008031"":4,""250173549003"":4,""250173541004"":4,""360610222002"":4,""371090704002"":4,""120860194001"":4,""250250818003"":4,""250173689021"":4,""121050141051"":4,""340350529034"":4}","{""250173514041"":6,""250173537003"":5,""250250008031"":5,""340270412001"":4,""360550124024"":4,""250250004022"":4,""250173504004"":4,""410510003021"":4,""481130098021"":4,""250173529002"":4,""250173521012"":4,""250173689021"":4,""250173681021"":4,""250173744004"":4,""250173512032"":4,""510754004002"":4,""250173540002"":4,""060375436041"":4,""090093614021"":4,""250173539003"":4,""250173544001"":4,""250173424001"":4,""371090704002"":4,""120860194001"":4,""340270415003"":4,""250173251001"":4}",18100.0,2676.864889702909,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,20.0,"{""<5"":5,""5-10"":37,""11-20"":28,""21-60"":34,""61-120"":8,""121-240"":6,"">240"":2}"
222-222@62j-sj3-8d9,172.0,43.0,"[21, 22, 26, 24, 30, 21, 28]","[42,41,33,23,15,51,52,64,63,55,57,57,55,51,58,75,33,32,26,26,36,48,49,46]",250173515002,"{""250277326001"":4,""250173514031"":4,""250173507005"":4,""250173537002"":4,""250173512033"":4,""250250612002"":4,""250251701003"":4,""250173549002"":4}","{""250173514044"":4,""250173422021"":4,""250173515002"":4,""250173507005"":4,""250250101042"":4,""250173514031"":4,""250250008025"":4}",4546.0,3836.839675240835,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,254.5,"{""<5"":4,""5-10"":13,""11-20"":9,""21-60"":12,""61-120"":14,""121-240"":23,"">240"":97}"
223-222@62j-sj2-d5f,274.0,170.0,"[39, 38, 48, 46, 43, 50, 10]","[30,30,30,30,30,30,31,35,47,44,70,81,89,80,76,70,62,56,61,62,49,44,32,31]",250173524002,"{""250173531021"":10,""250214003002"":9,""250173521012"":7,""250173531023"":6,""250235031011"":5,""250173739002"":5,""250173565002"":5,""130890216042"":4,""250173539003"":4,""250277103002"":4,""250250107022"":4,""250173531011"":4,""250092607002"":4,""250250101042"":4,""250173332001"":4,""360910626022"":4,""250173165001"":4,""250173736001"":4,""250092663001"":4,""250251303004"":4,""250173510002"":4,""250173512034"":4,""240230006005"":4,""130890212081"":4,""250173526001"":4,""250173538002"":4,""250214081013"":4,""250173335012"":4}","{""250173531021"":9,""250173531022"":6,""250092532032"":6,""250173524002"":5,""250250203011"":5,""250173531023"":5,""250173521012"":4,""550250004021"":4,""060374602005"":4,""250173513002"":4,""250173335012"":4,""250214081013"":4,""250235232024"":4,""130890212081"":4,""360470321004"":4,""250173587003"":4,""250251705011"":4,""250173525002"":4,""250173549003"":4,""420912015021"":4,""250250107012"":4,""360594152011"":4,""120860062063"":4,""250173311011"":4,""250173526001"":4,""250173529001"":4,""360550094002"":4}",10564.0,6112.174831488307,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,46.5,"{""<5"":1,""5-10"":46,""11-20"":36,""21-60"":79,""61-120"":48,""121-240"":20,"">240"":44}"
