placekey,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,normalized_visits_by_state_scaling,date_range_start,date_range_end,median_dwell,bucketed_dwell_times
222-222@62j-sjs-y9z,9.0,6.0,"[1, 1, 5, 2, 0, 0, 0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,2,2,1,0,0,0]",250173545002,"{""250251707012"":4}",{},11118.0,200.76486672771813,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,83.0,"{""<5"":0,""5-10"":1,""11-20"":1,""21-60"":2,""61-120"":1,""121-240"":4,"">240"":0}"
228-223@62j-sjz-6rk,129.0,106.0,"[19, 16, 12, 29, 17, 19, 17]","[2,2,2,2,2,2,2,5,13,15,10,18,20,14,16,27,25,15,15,6,8,6,5,3]",250173505001,"{""250173362001"":4,""250173506003"":4,""250251006013"":4,""250173506001"":4,""250173425001"":4,""330150510001"":4,""330110123001"":4,""250173396004"":4,""420770022011"":4,""250092606003"":4,""250173395001"":4,""250277307005"":4,""250173547002"":4,""060371413041"":4,""250173701014"":4,""250250509012"":4}","{""250173881001"":4,""360610098002"":4,""250173394003"":4,""250250924004"":4,""250173344004"":4,""250277292002"":4,""330150510001"":4,""250173533002"":4,""250173396001"":4,""250173416003"":4,""250173421022"":4,""330150034004"":4,""250173506003"":4,""250173372022"":4,""250173504001"":4,""250092606003"":4,""250173395001"":4}",7773.0,2877.629756430626,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,21.0,"{""<5"":5,""5-10"":43,""11-20"":15,""21-60"":44,""61-120"":12,""121-240"":4,"">240"":6}"
225-222@62j-sk3-35z,22.0,11.0,"[2, 3, 8, 2, 4, 1, 2]","[0,0,0,0,0,0,0,1,4,7,5,10,9,10,5,2,2,2,0,0,2,0,0,0]",250173540002,"{""250173426003"":4,""250277444002"":4,""250173540001"":4}","{""250173536005"":4,""250277444002"":4,""250092083004"":4}",7099.0,490.75856311219985,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,83.5,"{""<5"":0,""5-10"":1,""11-20"":3,""21-60"":4,""61-120"":7,""121-240"":4,"">240"":3}"
zzw-225@62j-sj8-kmk,163.0,113.0,"[16, 23, 24, 14, 39, 28, 19]","[2,2,2,2,2,2,5,5,7,5,4,8,14,20,24,37,22,17,21,18,13,8,4,4]",250173501041,"{""250173501042"":16,""250173501041"":12,""250173501043"":5,""250277574002"":5,""250250404011"":4,""250173631041"":4,""250173531012"":4,""250173385002"":4,""250173501032"":4,""090159081002"":4,""250173502004"":4,""250250920001"":4,""250251701005"":4,""250173311021"":4,""250173371021"":4,""250251706012"":4,""250173396005"":4,""250173421011"":4,""250173514042"":4}","{""250173501041"":13,""250173501042"":12,""250173502004"":5,""250173502006"":4,""250173501032"":4,""250173513001"":4,""250250920001"":4,""250173424005"":4,""250173546003"":4,""250173501043"":4,""250173506003"":4,""250173396001"":4,""250173511003"":4,""250250404011"":4,""250173396005"":4,""250251701005"":4,""250173421012"":4,""250251706012"":4}",1356.0,3636.074808513117,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,10.0,"{""<5"":5,""5-10"":78,""11-20"":39,""21-60"":25,""61-120"":8,""121-240"":4,"">240"":4}"
225-222@62j-sj9-8n5,152.0,97.0,"[18, 20, 15, 19, 27, 30, 23]","[2,2,3,2,3,3,14,8,10,16,24,26,24,20,12,19,19,11,6,5,6,6,5,3]",250173501031,"{""250250004021"":7,""250173514033"":5,""250173334004"":5,""250173825003"":5,""250173311021"":4,""250173395001"":4,""250173514043"":4,""250250004013"":4,""130890212162"":4,""120570138071"":4,""090091713001"":4,""060855093021"":4,""250173561003"":4,""250173398023"":4,""250250922004"":4,""250173416001"":4,""250250501011"":4,""401430074022"":4,""250251001003"":4,""250092114011"":4,""121050125062"":4,""250173424001"":4}","{""120950167321"":7,""250173564002"":5,""250173419025"":4,""250173415004"":4,""250173423002"":4,""250173513001"":4,""250173398022"":4,""410510024022"":4,""250173416001"":4,""250173334004"":4,""250173398023"":4,""250092081014"":4,""250173561003"":4,""250250004013"":4,""250173424001"":4,""250173514034"":4,""250214112001"":4,""090091713001"":4,""250173501043"":4}",10567.0,3390.695526957017,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,20.0,"{""<5"":2,""5-10"":49,""11-20"":29,""21-60"":60,""61-120"":5,""121-240"":5,"">240"":2}"
zzw-224@62j-sjv-j35,65.0,50.0,"[8, 11, 2, 7, 14, 4, 19]","[3,1,1,1,1,1,0,1,4,2,0,0,1,0,0,0,0,0,0,0,28,31,23,19]",250173538003,"{""250173523001"":4,""511076118024"":4,""250173840021"":4,""250173372013"":4,""250173539001"":4,""250173538003"":4}","{""511539014091"":4}",3138.0,1449.9684819224087,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,25.0,"{""<5"":3,""5-10"":15,""11-20"":9,""21-60"":23,""61-120"":6,""121-240"":8,"">240"":1}"
zzw-228@62j-sj2-s5z,42.0,35.0,"[6, 3, 2, 8, 8, 10, 5]","[5,6,6,6,5,5,5,5,4,3,3,4,5,8,7,5,11,11,14,9,7,3,5,5]",250173531011,"{""250173526001"":6,""250235431002"":4,""250250916002"":4,""484910203013"":4,""250250203012"":4,""250250008031"":4}","{""250173501042"":4,""250173533001"":4,""250250107011"":4,""250250916002"":4,""250250810012"":4,""250251401051"":4,""250173531021"":4}",3177.0,936.902711396018,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,28.0,"{""<5"":0,""5-10"":5,""11-20"":10,""21-60"":14,""61-120"":6,""121-240"":2,"">240"":5}"
22j-223@62j-sj2-6zf,54.0,22.0,"[7, 7, 9, 7, 5, 11, 8]","[10,10,10,10,10,11,11,10,12,10,9,10,18,21,23,24,19,22,25,23,10,9,10,11]",250173527001,"{""250173524002"":4,""250173527003"":4,""250277401023"":4}","{""360550105002"":4,""130670303373"":4,""230050171022"":4}",7568.0,1204.5892003663091,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,133.5,"{""<5"":0,""5-10"":2,""11-20"":2,""21-60"":10,""61-120"":12,""121-240"":6,"">240"":22}"
zzw-227@62j-sk2-v9f,270.0,150.0,"[41, 30, 33, 29, 50, 47, 40]","[12,11,9,8,6,6,15,25,42,62,58,61,72,68,76,73,72,83,69,51,30,26,26,17]",250173547002,"{""250173540002"":7,""250214178022"":6,""250250108013"":5,""250173737002"":5,""360610054002"":4,""250173241022"":4,""250250104042"":4,""250173417005"":4,""250250701016"":4,""250173536005"":4,""250173510003"":4,""010210602001"":4,""450130009022"":4,""250173512042"":4,""250173684003"":4,""250173213005"":4,""250173541003"":4,""340130229002"":4,""250173395001"":4,""250173536004"":4,""250173566023"":4,""250173631022"":4,""420912055033"":4,""250173545003"":4,""060750167001"":4,""250173548001"":4,""250173543003"":4,""250173684002"":4,""250214012004"":4,""250173397002"":4,""250173550002"":4,""211110035001"":4}","{""250173512043"":6,""250173740002"":5,""250277095021"":4,""330110028003"":4,""250250812002"":4,""250173537003"":4,""250277108001"":4,""250173515002"":4,""010210602001"":4,""250173539003"":4,""250010132002"":4,""180594108003"":4,""250235062043"":4,""250173512042"":4,""250173537005"":4,""250250007043"":4,""250173510006"":4,""250251704001"":4,""250250606001"":4,""420912055033"":4,""250173547001"":4,""250173511001"":4,""250173703002"":4,""250173510004"":4,""250173313002"":4,""340130229002"":4,""220510249001"":4,""250250702003"":4,""250250909012"":4,""250250707002"":4,""250250203011"":4,""250092215002"":4,""330151031002"":4,""250250107013"":4}",6691.0,6022.946001831544,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,23.0,"{""<5"":26,""5-10"":67,""11-20"":37,""21-60"":30,""61-120"":29,""121-240"":19,"">240"":62}"
zzy-222@62j-sk2-sh5,11.0,4.0,"[5, 3, 1, 1, 1, 0, 0]","[0,0,0,0,0,0,0,0,5,5,6,5,7,5,6,6,6,3,1,0,0,0,0,0]",250173510003,"{""250173836002"":4}",{},,245.37928155609995,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,222.0,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":3,""61-120"":1,""121-240"":1,"">240"":5}"
236-224@62j-sj2-nqz,1.0,1.0,"[0, 0, 1, 0, 0, 0, 0]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",250173531011,{},{},,22.30720741419091,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,1414.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":1}"
235-222@62j-sk2-k2k,10.0,7.0,"[1, 1, 1, 2, 2, 1, 2]","[1,2,1,1,1,1,3,3,4,3,2,2,3,2,2,1,0,0,0,0,1,1,1,1]",250173511005,"{""250092103002"":4}",{},44986.0,223.07207414190898,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,63.5,"{""<5"":0,""5-10"":2,""11-20"":0,""21-60"":3,""61-120"":1,""121-240"":2,"">240"":2}"
zzw-223@62j-sjs-vmk,53.0,33.0,"[4, 10, 11, 9, 11, 5, 3]","[7,7,6,6,6,6,6,6,10,11,13,11,9,9,11,11,12,11,11,8,9,9,10,9]",250173548002,"{""250173549003"":7,""250173702012"":4}","{""250173547001"":4,""250173543003"":4,""250173549003"":4,""250250104041"":4,""250173549002"":4,""250173550001"":4}",1501.0,1182.2819929521181,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,29.0,"{""<5"":1,""5-10"":11,""11-20"":10,""21-60"":12,""61-120"":4,""121-240"":8,"">240"":7}"
232-222@62j-sj8-djv,43.0,23.0,"[3, 6, 11, 4, 2, 10, 7]","[5,8,9,11,11,10,5,3,3,4,2,1,2,4,5,4,3,3,3,3,5,7,9,7]",250173514041,"{""120570138071"":4,""250092105003"":4,""360470511001"":4,""420893013022"":4,""340373713001"":4,""481810019005"":4,""250092081012"":4,""120990076121"":4}","{""060855074014"":4,""250092105003"":4,""120860003015"":4}",302673.0,959.2099188102087,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,47.0,"{""<5"":1,""5-10"":4,""11-20"":8,""21-60"":10,""61-120"":4,""121-240"":7,"">240"":9}"
zzw-227@62j-sk2-vcq,58.0,9.0,"[12, 9, 12, 15, 6, 3, 1]","[1,1,1,1,1,1,1,1,6,7,15,16,30,26,25,23,21,21,4,1,0,1,0,1]",250173545001,"{""250173426003"":4,""250173573002"":4,""250092521022"":4}","{""250173687002"":4}",6615.0,1293.8180300230724,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,107.0,"{""<5"":0,""5-10"":5,""11-20"":6,""21-60"":8,""61-120"":12,""121-240"":11,"">240"":16}"
222-225@62j-sj3-2x5,1.0,1.0,"[0, 0, 0, 0, 1, 0, 0]","[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]",250173524002,{},{},,22.30720741419091,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,12.0,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}"
zzy-222@62j-sjv-9zz,106.0,87.0,"[9, 9, 14, 11, 21, 19, 23]","[0,0,0,0,0,0,0,0,0,0,2,5,16,18,14,19,25,18,14,13,21,14,4,0]",250173541004,"{""250173689023"":4,""360593019001"":4,""420912007081"":4,""340130229002"":4,""250173539001"":4,""250173541003"":4,""250173544001"":4,""330110112003"":4,""250173531022"":4,""361190063002"":4,""250173537003"":4,""250158204001"":4,""482599704013"":4,""250173535002"":4,""250173550002"":4,""011030051071"":4}","{""250173537003"":5,""250173537005"":4,""361190063002"":4,""250173539001"":4,""060590626443"":4,""481130079025"":4,""361190066003"":4,""250173531022"":4,""250250008031"":4,""340130229002"":4,""250251010016"":4,""250173537004"":4,""060590993082"":4,""250173704003"":4,""250173541003"":4,""482599704013"":4}",8863.0,2364.5639859042362,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,29.0,"{""<5"":1,""5-10"":6,""11-20"":21,""21-60"":62,""61-120"":9,""121-240"":5,"">240"":2}"
226-222@62j-sjy-7nq,65.0,52.0,"[5, 8, 5, 6, 14, 15, 12]","[1,1,1,1,1,1,2,3,9,7,10,13,14,19,19,12,6,3,1,0,0,0,1,1]",250173543003,"{""060372671001"":5,""250173543002"":4,""250173585001"":4,""250173549003"":4,""250173531021"":4,""250173543003"":4,""250173575002"":4,""340258004003"":4,""250173583001"":4,""250092174002"":4,""250173689023"":4}","{""340258004003"":7,""250173540001"":5,""250173399001"":4,""250010149001"":4,""250173539003"":4,""250173324002"":4}",8133.0,1449.9684819224087,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,26.0,"{""<5"":0,""5-10"":12,""11-20"":15,""21-60"":23,""61-120"":11,""121-240"":2,"">240"":2}"
zzw-22b@62j-sj2-vcq,2856.0,1304.0,"[19, 10, 79, 69, 19, 33, 27]","[73,63,59,43,38,66,111,165,235,252,283,359,413,405,395,473,429,384,359,251,145,145,133,93]",250173515001,"{""250173521012"":23,""250173524002"":22,""250173501042"":19,""250173522001"":14,""250173528002"":14,""250173514044"":13,""250173515002"":13,""250173521011"":13,""250173513001"":12,""250173526002"":10,""250173514032"":9,""250250404011"":9,""250250006012"":9,""250173523002"":9,""250173501032"":8,""250173521022"":8,""250173527002"":8,""250173514041"":8,""250173514042"":8,""250173425003"":8,""250173513003"":8,""250173514034"":7,""250173523001"":7,""250173526001"":7,""250173502001"":7,""250250901004"":7,""250173398022"":7,""250173501044"":7,""250173422012"":7,""250173527001"":7,""250173514031"":7,""250173514043"":6,""250173141012"":6,""250250701014"":6,""250173549002"":6,""250173512031"":6,""250173401003"":6,""250173507002"":5,""250173502003"":5,""250173412003"":5,""250173419025"":5,""250092045001"":5,""250173530003"":5,""250250813001"":5,""250092081022"":5,""250092171001"":5,""250173115003"":5,""250173513002"":5,""330110111021"":5,""250173364013"":5,""250173531012"":5,""250214196004"":4,""250250201012"":4,""250173549003"":4,""250173531022"":4,""340230086042"":4,""250250811002"":4,""250235105031"":4,""250250806013"":4,""250250107022"":4,""250173425002"":4,""250173426001"":4,""250173511002"":4,""250214162006"":4,""250251603002"":4,""250173161013"":4,""250010110021"":4,""250250819003"":4,""250173529001"":4,""250173511005"":4,""250250406001"":4,""250173507004"":4,""340312167012"":4,""250277302002"":4,""250173510001"":4,""250251805003"":4,""250092514001"":4,""250250108021"":4,""250173162023"":4,""250010148002"":4,""250250510002"":4,""250214007002"":4,""250173506004"":4,""440070129004"":4,""250173333002"":4,""060375740001"":4,""250173396003"":4,""120990077601"":4,""250173395003"":4,""250092083004"":4,""250250808011"":4,""250173531011"":4,""330110121004"":4,""250173532002"":4,""250250916002"":4,""250173661002"":4,""120860068021"":4,""250173399002"":4,""250173530002"":4,""250173512032"":4,""250173686003"":4,""250173521021"":4,""250056312002"":4,""250173549001"":4,""250214182003"":4,""250092531005"":4,""250277511011"":4,""250250820001"":4,""250173563003"":4,""250214221003"":4,""250277181001"":4,""250173564001"":4,""330151002004"":4,""250250904003"":4,""250214006001"":4,""250250917001"":4,""250173543001"":4,""250173532001"":4,""250173839014"":4,""250214195002"":4,""250173418006"":4,""250056141021"":4,""250173382002"":4,""250173563005"":4,""250250504002"":4,""490490102161"":4,""250092611022"":4,""250173503003"":4,""250092509001"":4,""250250904001"":4,""250173546004"":4,""250251402023"":4,""270370605034"":4,""250173397003"":4,""250173414001"":4,""250173537003"":4,""250277424012"":4,""250173419021"":4,""250173416004"":4,""250251605023"":4,""250250502001"":4,""250250408011"":4,""361031458054"":4,""250173510002"":4,""250250916001"":4,""250092543023"":4,""250092058002"":4,""250173563001"":4,""250173423003"":4,""250173537005"":4,""250235115003"":4,""250214572002"":4,""250250712012"":4,""250173399001"":4,""250138009003"":4,""250010129002"":4,""250173701013"":4,""250173836001"":4,""250173341001"":4,""250173502004"":4,""250250909012"":4,""250173422021"":4,""250173512033"":4,""250173502006"":4,""250173398014"":4,""250173531021"":4,""250173744005"":4,""330110001021"":4,""490351130191"":4,""250092105003"":4,""250250101032"":4,""250173503001"":4,""250173571002"":4,""250250006013"":4,""250173417002"":4,""250235071042"":4,""250250817001"":4,""250173502002"":4,""250235117015"":4,""330150620001"":4,""250092113002"":4,""250235107006"":4,""250173426002"":4,""490490102184"":4,""250173101001"":4,""250250815002"":4,""250173395001"":4,""250173515001"":4,""090158003003"":4,""250251802001"":4,""250251707025"":4,""250173536001"":4,""390230028001"":4,""250250924002"":4,""250251701001"":4,""250173682001"":4,""250173511003"":4,""230110150001"":4,""250173501041"":4,""250250106002"":4,""250251010014"":4,""440030205002"":4,""250214202012"":4,""250277317001"":4,""250250907003"":4,""250250203032"":4,""250173539001"":4,""250173397004"":4,""250251802002"":4,""250251703006"":4,""250173398011"":4,""250251701005"":4,""440070126011"":4,""250251706014"":4,""250250003011"":4,""250251404006"":4,""250173546001"":4,""250250104041"":4,""250173511001"":4,""440030208002"":4,""250250904002"":4,""250092071003"":4,""250251304061"":4,""250173524001"":4,""250173103001"":4,""250173836004"":4,""250250505001"":4,""250173531023"":4,""250173834001"":4,""250173398023"":4,""250173213005"":4}","{""250173524002"":23,""250173521012"":22,""250173501042"":16,""250173522001"":15,""250173513001"":14,""250173528002"":13,""250173514044"":11,""250173531022"":10,""250173521022"":10,""250173515001"":9,""250250103002"":8,""250173514031"":8,""250173526002"":8,""250173523001"":8,""250250404011"":8,""250173515002"":8,""250173502003"":8,""250173526001"":8,""250173502001"":7,""250173523002"":7,""250173501041"":7,""250173513003"":7,""250173364013"":6,""250173424005"":6,""250173514032"":6,""250173549002"":6,""250173514041"":6,""250251604001"":6,""250173521011"":6,""360810216002"":6,""250173514034"":6,""250173521021"":6,""250173211002"":5,""250173527001"":5,""250173502004"":5,""250092033013"":5,""250092084001"":5,""250173529001"":5,""250173531012"":5,""250250904003"":5,""250235306001"":5,""250173216003"":5,""250250406001"":5,""250250001001"":5,""250173501044"":5,""250173424004"":5,""250173527002"":5,""250173511001"":5,""250250203011"":5,""250173413002"":4,""250092072001"":4,""250173421021"":4,""250250108011"":4,""250277541002"":4,""250277424012"":4,""250173532003"":4,""250251009001"":4,""250173563001"":4,""250250007031"":4,""250214142004"":4,""250173385004"":4,""250251705011"":4,""250173525001"":4,""250251010014"":4,""250251704004"":4,""250173423003"":4,""250251605013"":4,""250251304061"":4,""250214112001"":4,""250214042021"":4,""250214191001"":4,""250173419026"":4,""250173563005"":4,""250214562001"":4,""340312167012"":4,""250250105002"":4,""250250104052"":4,""250214222003"":4,""250173418004"":4,""250173549003"":4,""250250502001"":4,""250173501031"":4,""250173301005"":4,""250173550003"":4,""250251705022"":4,""250250914001"":4,""250173371021"":4,""250173537004"":4,""250173738004"":4,""250173547002"":4,""250250408011"":4,""250250817001"":4,""250173414003"":4,""250056102043"":4,""250250907003"":4,""250092045001"":4,""250173527003"":4,""250250911003"":4,""250250403005"":4,""250173514042"":4,""250173414001"":4,""250173530004"":4,""250173529002"":4,""250173839014"":4,""250277284001"":4,""250173399002"":4,""250277306002"":4,""250173511003"":4,""250250104051"":4,""250173507004"":4,""250250918002"":4,""250092105002"":4,""250251708002"":4,""250250712011"":4,""250214191002"":4,""250173419022"":4,""250173184001"":4,""250173391004"":4,""250092603011"":4,""490490030012"":4,""131210077032"":4,""230050003001"":4,""250173383002"":4,""250173141012"":4,""250173173022"":4,""250250104053"":4,""250250403001"":4,""250173341001"":4,""250173397001"":4,""250173399001"":4,""250250604001"":4,""250250706002"":4,""250251707022"":4,""250173382001"":4,""250092057002"":4,""250173548002"":4,""250250811002"":4,""250251704002"":4,""471410002001"":4,""250173512032"":4,""120860068021"":4,""250173423001"":4,""250250303003"":4,""250235071042"":4,""250056141021"":4,""250092611022"":4,""250173542002"":4,""250214024003"":4,""250173383001"":4,""250277581011"":4,""330151002004"":4,""250173391005"":4,""250173834001"":4,""250092068002"":4,""250173401002"":4,""120570116152"":4,""250173507001"":4,""250173333002"":4,""250173530003"":4,""250173412003"":4,""250173417002"":4,""250250006013"":4,""250250105001"":4,""250173564001"":4,""250173546003"":4,""250251605021"":4,""250056531011"":4,""250173549001"":4,""250251703006"":4,""250251001007"":4,""250173537003"":4,""330150620001"":4,""060450109003"":4,""250250101042"":4,""250173382002"":4,""250250612001"":4,""250173512042"":4,""250173422012"":4,""250173543001"":4,""250173398022"":4,""250250712012"":4,""250214172001"":4,""250173503003"":4,""480850305192"":4,""250173398023"":4,""250250104032"":4,""250173689021"":4,""250214195002"":4,""250173546001"":4,""250173417003"":4,""250173511005"":4,""250173501043"":4,""250214201005"":4,""250173563002"":4,""250251602001"":4,""250250401001"":4,""250173511004"":4,""250173502006"":4,""250092525011"":4,""230050005002"":4,""250173373003"":4,""250173512033"":4,""250250406002"":4,""250173411013"":4,""281459506002"":4,""250173550002"":4,""250250808011"":4,""250173513002"":4,""250092214002"":4,""484391055114"":4,""330110111021"":4,""250173531021"":4,""250214180025"":4,""250250202002"":4,""250173397002"":4,""250250911002"":4,""250259812021"":4,""250277262002"":4,""250092084004"":4,""250173510001"":4,""290510105002"":4,""250173396005"":4,""250092083004"":4,""250173395002"":4,""250173525002"":4,""330112001001"":4,""250250806013"":4,""250173591002"":4,""250173501032"":4,""250173533003"":4,""360471184002"":4,""250173532001"":4,""481576740002"":4,""250235115003"":4,""250173425002"":4,""250173412005"":4,""250250703001"":4,""250173537002"":4,""250251703002"":4,""250092172013"":4,""250173213005"":4,""250173530002"":4,""250010110021"":4}",5022.0,63709.38437492922,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,15.0,"{""<5"":76,""5-10"":1076,""11-20"":526,""21-60"":717,""61-120"":189,""121-240"":95,"">240"":177}"
22v-222@62j-sjs-rc5,37.0,23.0,"[6, 6, 9, 8, 0, 1, 7]","[3,2,2,2,2,2,3,3,3,5,5,6,9,8,9,12,12,7,10,7,5,8,8,6]",250173549002,"{""250092066004"":4,""250173546003"":4,""250173541002"":4,""250173549002"":4}","{""250173161011"":4,""250092066004"":4}",4470.0,825.3666743250633,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,56.0,"{""<5"":2,""5-10"":12,""11-20"":1,""21-60"":4,""61-120"":4,""121-240"":7,"">240"":7}"
zzw-222@62j-sjt-6rk,117.0,44.0,"[18, 20, 23, 20, 24, 10, 2]","[0,1,1,1,1,1,5,36,34,28,32,33,37,26,27,32,30,17,5,1,1,1,1,0]",250173546004,"{""250173703006"":5,""250214177014"":4,""250173571002"":4,""250173527003"":4,""250158210003"":4,""250173384003"":4,""250251401061"":4,""250214071004"":4,""250173372013"":4,""250173573002"":4,""250173336001"":4}","{""250173546004"":5,""250173703006"":4,""250251605012"":4,""250173311011"":4,""250214071004"":4,""250173571002"":4,""250173566011"":4,""250235202023"":4}",9724.0,2609.9432674603354,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,28.0,"{""<5"":1,""5-10"":36,""11-20"":12,""21-60"":31,""61-120"":10,""121-240"":5,"">240"":22}"
223-222@62j-sjs-575,3.0,1.0,"[2, 0, 0, 1, 0, 0, 0]","[0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,1,1,0,0,0,0]",250173546004,{},{},,66.92162224257271,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,536.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":3}"
